judge,pair_id,stratum,order,x_id,y_id,choice,winner_id,winner_kind,reason
gpt-5.6-luna,0169,lit:machine_lit,ab,lit-14,machine_lit-02,Y,machine_lit-02,machine,"Its controlled tension, vivid imagery, and psychologically precise detail create a more compelling and layered scene."
gpt-5.6-luna-pro,0169,lit:machine_lit,ab,lit-14,machine_lit-02,Y,machine_lit-02,machine,"Its precise imagery and understated psychological tension create a more vivid, layered scene."
haiku-4.5,0169,lit:machine_lit,ab,lit-14,machine_lit-02,Y,machine_lit-02,machine,The narrative's psychological tension conveyed through careful observation and physical precision creates greater complexity than Austen's character-revealing dialogue.
opus,0169,lit:machine_lit,ab,lit-14,machine_lit-02,X,lit-14,human,"Austen's speech is perfect ventriloquism, exposing vanity through the speaker's own words; Y is well-made but conventional."
deepseek-v4-flash,0169,lit:machine_lit,ba,machine_lit-02,lit-14,X,machine_lit-02,machine,"The prose demonstrates greater psychological depth and tension through precise, restrained observation."
gpt-5.6-luna,0169,lit:machine_lit,ba,machine_lit-02,lit-14,X,machine_lit-02,machine,"It creates a more layered, psychologically charged moment through precise physical detail and implied history."
gpt-5.6-luna-pro,0169,lit:machine_lit,ba,machine_lit-02,lit-14,X,machine_lit-02,machine,"Its controlled imagery and compressed psychological tension create a more vivid, layered scene."
haiku-4.5,0169,lit:machine_lit,ba,machine_lit-02,lit-14,X,machine_lit-02,machine,psychological acuity and tension exceed lightweight Austen dialogue.
opus,0169,lit:machine_lit,ba,machine_lit-02,lit-14,X,machine_lit-02,machine,X measures dread in feet of lawn and makes self-knowledge the subject; Y is fine comic chatter but slighter alone.
deepseek-v4-flash,0170,lit:machine_lit,ab,lit-26,machine_lit-05,Y,machine_lit-05,machine,"The second passage achieves greater literary resonance through its sustained, precise metaphor and psychological depth."
gpt-5.6-luna,0170,lit:machine_lit,ab,lit-26,machine_lit-05,Y,machine_lit-05,machine,Its restrained imagery and emotional precision make the character’s quiet resignation feel deeply affecting.
gpt-5.6-luna-pro,0170,lit:machine_lit,ab,lit-26,machine_lit-05,Y,machine_lit-05,machine,Its restrained imagery and accumulating arithmetic render the character’s quiet economic despair with greater psychological precision.
haiku-4.5,0170,lit:machine_lit,ab,lit-26,machine_lit-05,Y,machine_lit-05,machine,the economically precise contemporary observation outshines the theatrical Victorian dialogue.
opus,0170,lit:machine_lit,ab,lit-26,machine_lit-05,X,lit-26,human,"Kipling's cobra sustains an extraordinary rhetorical pitch, while Y, though fine, works a single metaphor rather evenly."
deepseek-v4-flash,0170,lit:machine_lit,ba,machine_lit-05,lit-26,X,machine_lit-05,machine,"X achieves a subtle, resonant interiority through precise imagery and metaphor, while Y relies on dramatic dialogue and mythic convention."
gpt-5.6-luna,0170,lit:machine_lit,ba,machine_lit-05,lit-26,X,machine_lit-05,machine,"Its restrained prose, precise imagery, and quietly accumulating emotional insight create a more compelling literary effect."
gpt-5.6-luna-pro,0170,lit:machine_lit,ba,machine_lit-05,lit-26,X,machine_lit-05,machine,"Its restrained prose and precise imagery create a subtle, psychologically resonant portrait of economic hardship."
haiku-4.5,0170,lit:machine_lit,ba,machine_lit-05,lit-26,X,machine_lit-05,machine,"Economical, meditative prose with sophisticated metaphors for poverty exceeds melodramatic fantasy rhetoric."
opus,0170,lit:machine_lit,ba,machine_lit-05,lit-26,Y,lit-26,human,"The cobra's incantatory boasting has voice, menace and strangeness; X is elegantly written but stays inside one sustained conceit."
deepseek-v4-flash,0171,lit:machine_lit,ab,lit-20,machine_lit-03,X,lit-20,human,"The second passage uses vivid sensory imagery and metaphor to create a powerful, immersive atmosphere, while the first is a dry, expository summary."
gpt-5.6-luna,0171,lit:machine_lit,ab,lit-20,machine_lit-03,Y,machine_lit-03,machine,"Its precise sensory imagery and reflective metaphor create a vivid, resonant atmosphere."
gpt-5.6-luna-pro,0171,lit:machine_lit,ab,lit-20,machine_lit-03,Y,machine_lit-03,machine,Its vivid sensory detail and sustained metaphor transform a moment of stillness into a profound reflection on the sea.
haiku-4.5,0171,lit:machine_lit,ab,lit-20,machine_lit-03,Y,machine_lit-03,machine,"It is actual creative writing with sophisticated observation, where X is mere plot summary."
opus,0171,lit:machine_lit,ab,lit-20,machine_lit-03,Y,machine_lit-03,machine,"X is a publisher's blurb, not literary writing; Y is sustained and observant prose."
deepseek-v4-flash,0171,lit:machine_lit,ba,machine_lit-03,lit-20,X,machine_lit-03,machine,"X is the better piece of literary writing because its language is vivid, evocative, and poetic, while Y is merely a plot summary."
gpt-5.6-luna,0171,lit:machine_lit,ba,machine_lit-03,lit-20,X,machine_lit-03,machine,"Its vivid, rhythmic imagery transforms a becalmed sea into a haunting meditation on perception and patience."
gpt-5.6-luna-pro,0171,lit:machine_lit,ba,machine_lit-03,lit-20,X,machine_lit-03,machine,It transforms a still seascape into a vivid meditation through precise sensory detail and resonant metaphor.
haiku-4.5,0171,lit:machine_lit,ba,machine_lit-03,lit-20,X,machine_lit-03,machine,contemplative prose with genuine philosophical insight beats a book-jacket plot description entirely.
opus,0171,lit:machine_lit,ba,machine_lit-03,lit-20,X,machine_lit-03,machine,X turns a becalmed sea into a real perception; Y is not fiction at all but promotional copy.
deepseek-v4-flash,0172,lit:machine_lit,ab,lit-23,machine_lit-07,X,lit-23,human,"The passage uses more vivid, original sensory details and a sharper emotional tension in the social scene."
gpt-5.6-luna,0172,lit:machine_lit,ab,lit-23,machine_lit-07,Y,machine_lit-07,machine,"Its precise sensory detail and understated social tension create a richer, more psychologically complex scene."
gpt-5.6-luna-pro,0172,lit:machine_lit,ab,lit-23,machine_lit-07,Y,machine_lit-07,machine,"Its precise, understated observation turns a social slight into a quietly escalating scene of psychological tension."
haiku-4.5,0172,lit:machine_lit,ab,lit-23,machine_lit-07,Y,machine_lit-07,machine,Its sophistication and emotional intelligence transcend the plodding narrative of X.
opus,0172,lit:machine_lit,ab,lit-23,machine_lit-07,Y,machine_lit-07,machine,Y's scene is compressed and psychologically acute; X is competent weather reportage.
deepseek-v4-flash,0172,lit:machine_lit,ba,machine_lit-07,lit-23,X,machine_lit-07,machine,"Looking at X: It's a subtle, nuanced scene about social dynamics, with careful observation of how people's behavior shifts when a woman enters. The language is precise and evocative: ""cold still on her sleeves,"" ""half-tone quieter,"" ""finished it too carefully, the ends tucked in."" It conveys a compl"
gpt-5.6-luna,0172,lit:machine_lit,ba,machine_lit-07,lit-23,X,machine_lit-07,machine,"Its precise, atmospheric prose captures social tension through subtle gestures and sharply controlled detail."
gpt-5.6-luna-pro,0172,lit:machine_lit,ba,machine_lit-07,lit-23,X,machine_lit-07,machine,"Its precise, understated details render social unease with greater psychological and stylistic depth."
haiku-4.5,0172,lit:machine_lit,ba,machine_lit-07,lit-23,X,machine_lit-07,machine,sophisticated narrative control exceeds informal vernacular prose.
opus,0172,lit:machine_lit,ba,machine_lit-07,lit-23,X,machine_lit-07,machine,X is controlled and psychologically acute; Y is pleasant weather-diary reportage.
deepseek-v4-flash,0173,lit:machine_lit,ab,lit-27,machine_lit-04,Y,machine_lit-04,machine,"Y uses more vivid sensory details and psychological depth to create a haunting, layered emotional experience."
gpt-5.6-luna,0173,lit:machine_lit,ab,lit-27,machine_lit-04,Y,machine_lit-04,machine,"Its precise sensory details and restrained subtext create a more vivid, emotionally complex scene."
gpt-5.6-luna-pro,0173,lit:machine_lit,ab,lit-27,machine_lit-04,Y,machine_lit-04,machine,"Its precise sensory details and restrained emotional tension create a more vivid, psychologically complex scene."
haiku-4.5,0173,lit:machine_lit,ab,lit-27,machine_lit-04,Y,machine_lit-04,machine,the psychologically acute rendering of a child hearing parental conflict surpasses conventional romantic dialogue.
opus,0173,lit:machine_lit,ab,lit-27,machine_lit-04,Y,machine_lit-04,machine,"X is flat expository dialogue; Y renders a child's overheard argument with precise, weighted detail."
deepseek-v4-flash,0173,lit:machine_lit,ba,machine_lit-04,lit-27,X,machine_lit-04,machine,The passage uses sensory detail and imagery to create a deeply immersive and psychologically nuanced moment.
gpt-5.6-luna,0173,lit:machine_lit,ba,machine_lit-04,lit-27,X,machine_lit-04,machine,"Its precise sensory detail and restrained emotional tension create a more layered, psychologically compelling scene."
gpt-5.6-luna-pro,0173,lit:machine_lit,ba,machine_lit-04,lit-27,X,machine_lit-04,machine,"Its precise sensory detail and restrained emotional subtext create a more vivid, psychologically complex scene."
haiku-4.5,0173,lit:machine_lit,ba,machine_lit-04,lit-27,X,machine_lit-04,machine,The psychological depth of a child internalizing parental conflict surpasses conventional romantic dialogue.
opus,0173,lit:machine_lit,ba,machine_lit-04,lit-27,X,machine_lit-04,machine,"The child's refusal to climb the stairs is dramatized with precise detail (the carefully shut cupboard door), while Y is flat expository dialogue."
deepseek-v4-flash,0174,lit:machine_lit,ab,lit-29,machine_lit-00,X,lit-29,human,The passage's visceral immediacy and desperate longing create a more powerful emotional impact through its dramatic tension and sensuous language.
gpt-5.6-luna,0174,lit:machine_lit,ab,lit-29,machine_lit-00,Y,machine_lit-00,machine,"Its precise sensory details and sustained metaphor render memory, estrangement, and return with greater subtlety and emotional force."
gpt-5.6-luna-pro,0174,lit:machine_lit,ab,lit-29,machine_lit-00,Y,machine_lit-00,machine,"Its precise, sustained imagery makes the protagonist’s changed relationship to the house emotionally vivid and subtly uncanny."
haiku-4.5,0174,lit:machine_lit,ab,lit-29,machine_lit-00,Y,machine_lit-00,machine,"It creates sustained metaphorical depth about time and space, unlike melodramatic intensity."
opus,0174,lit:machine_lit,ab,lit-29,machine_lit-00,Y,machine_lit-00,machine,"X leans on generic gothic yearning and vague abstractions; Y earns its emotion through concrete, measured detail."
deepseek-v4-flash,0174,lit:machine_lit,ba,machine_lit-00,lit-29,X,machine_lit-00,machine,"X uses precise, evocative details and a consistent metaphor to create a resonant meditation on memory and change."
gpt-5.6-luna,0174,lit:machine_lit,ba,machine_lit-00,lit-29,X,machine_lit-00,machine,"Its precise, evocative imagery makes estrangement from the past feel both physical and emotionally profound."
gpt-5.6-luna-pro,0174,lit:machine_lit,ba,machine_lit-00,lit-29,X,machine_lit-00,machine,"Its precise, haunting imagery turns a familiar house into a powerful measure of memory, time, and changed identity."
haiku-4.5,0174,lit:machine_lit,ba,machine_lit-00,lit-29,X,machine_lit-00,machine,sophisticated metaphor and structure eclipse Victorian sentimentality and melodrama.
opus,0174,lit:machine_lit,ba,machine_lit-00,lit-29,X,machine_lit-00,machine,X is patient and controlled; Y lurches into overwrought exclamation without preparing it.
deepseek-v4-flash,0175,lit:machine_lit,ab,lit-06,machine_lit-01,X,lit-06,human,The passage's rich imagery and layered emotional depth create a more nuanced and evocative literary experience.
gpt-5.6-luna,0175,lit:machine_lit,ab,lit-06,machine_lit-01,X,lit-06,human,"Its precise, luminous imagery and subtle characterization create a richer, more distinctive emotional texture."
gpt-5.6-luna-pro,0175,lit:machine_lit,ab,lit-06,machine_lit-01,X,lit-06,human,"Its precise, luminous imagery and elegant characterization create a richer, more distinctive portrait."
haiku-4.5,0175,lit:machine_lit,ab,lit-06,machine_lit-01,X,lit-06,human,Wharton's rich sensory detail and character development create more sustained literary richness than the minimal station scene.
opus,0175,lit:machine_lit,ab,lit-06,machine_lit-01,X,lit-06,human,The sunlight-netting image and the 'young marble athlete' close are far finer than Y's competent but generic rain scene.
deepseek-v4-flash,0175,lit:machine_lit,ba,machine_lit-01,lit-06,Y,lit-06,human,"Y's writing is more richly textured, with layered imagery and emotional resonance that deepens character and atmosphere."
gpt-5.6-luna,0175,lit:machine_lit,ba,machine_lit-01,lit-06,X,machine_lit-01,machine,"Its restrained detail and quiet tension create a more resonant, atmospheric scene."
gpt-5.6-luna-pro,0175,lit:machine_lit,ba,machine_lit-01,lit-06,X,machine_lit-01,machine,"Its restrained imagery and quiet tension create a more resonant, cohesive atmosphere."
haiku-4.5,0175,lit:machine_lit,ba,machine_lit-01,lit-06,X,machine_lit-01,machine,Its sparse economy and understatement outweighs the conventional lushness of the Wharton-like passage.
opus,0175,lit:machine_lit,ba,machine_lit-01,lit-06,X,machine_lit-01,machine,X's spare detail and unanswered crossing bell do far more than Y's conventional prettiness.
deepseek-v4-flash,0176,lit:machine_lit,ab,lit-17,machine_lit-06,X,lit-17,human,"Y creates a more emotionally resonant and visually specific scene through its careful, layered details."
gpt-5.6-luna,0176,lit:machine_lit,ab,lit-17,machine_lit-06,Y,machine_lit-06,machine,"Its precise, resonant details turn an ordinary act of sorting possessions into a quietly devastating portrait of grief."
gpt-5.6-luna-pro,0176,lit:machine_lit,ab,lit-17,machine_lit-06,Y,machine_lit-06,machine,"Its precise, emotionally resonant details turn an ordinary act of sorting possessions into a quietly devastating portrait of grief."
haiku-4.5,0176,lit:machine_lit,ab,lit-17,machine_lit-06,Y,machine_lit-06,machine,It captures grief and memory with subtle precision and contemporary psychological insight.
opus,0176,lit:machine_lit,ab,lit-17,machine_lit-06,Y,machine_lit-06,machine,"The sorting of a dead wife's things is concrete and self-aware, while the other is a flat legalistic report of a conversation."
deepseek-v4-flash,0176,lit:machine_lit,ba,machine_lit-06,lit-17,X,machine_lit-06,machine,"X uses precise, evocative details and subtle emotional weight to show loss and memory, while Y is more expository and less immediate."
gpt-5.6-luna,0176,lit:machine_lit,ba,machine_lit-06,lit-17,X,machine_lit-06,machine,"Its precise, understated details make grief and self-erasure emotionally tangible."
gpt-5.6-luna-pro,0176,lit:machine_lit,ba,machine_lit-06,lit-17,X,machine_lit-06,machine,Its precise physical details and restrained emotional symbolism make grief palpable without stating it outright.
haiku-4.5,0176,lit:machine_lit,ba,machine_lit-06,lit-17,X,machine_lit-06,machine,"the saucer and the grief of sorting a life's belongings is devastatingly rendered, far superior to didactic eighteenth-century exposition."
opus,0176,lit:machine_lit,ba,machine_lit-06,lit-17,X,machine_lit-06,machine,"The three piles render grief through handled objects, while Y is flat reported legalese."
deepseek-v4-flash,0177,lit:machine_lit,ab,lit-00,machine_lit-02,Y,machine_lit-02,machine,It offers a more nuanced psychological portrait and subtly builds tension through the character's internal awareness.
gpt-5.6-luna,0177,lit:machine_lit,ab,lit-00,machine_lit-02,Y,machine_lit-02,machine,"Its precise sensory detail and understated psychological tension create a more vivid, layered encounter."
gpt-5.6-luna-pro,0177,lit:machine_lit,ab,lit-00,machine_lit-02,Y,machine_lit-02,machine,"Its precise physical details and compressed psychological tension create a more vivid, layered encounter."
haiku-4.5,0177,lit:machine_lit,ab,lit-00,machine_lit-02,Y,machine_lit-02,machine,Its subtle observation of relational dynamics and anticipation far exceeds action-plot breathlessness.
opus,0177,lit:machine_lit,ab,lit-00,machine_lit-02,Y,machine_lit-02,machine,Y's thirty feet of lawn carries more tension than X's crowded offstage brawl.
deepseek-v4-flash,0177,lit:machine_lit,ba,machine_lit-02,lit-00,X,machine_lit-02,machine,X's psychological depth and restrained tension make it more compelling as literary writing.
gpt-5.6-luna,0177,lit:machine_lit,ba,machine_lit-02,lit-00,X,machine_lit-02,machine,"X renders psychological tension with precise, economical imagery, while Y relies on cluttered exposition and melodramatic action."
gpt-5.6-luna-pro,0177,lit:machine_lit,ba,machine_lit-02,lit-00,X,machine_lit-02,machine,Its precise imagery and understated psychological tension create a more compelling and nuanced scene.
haiku-4.5,0177,lit:machine_lit,ba,machine_lit-02,lit-00,X,machine_lit-02,machine,psychological insight into unspoken tension surpasses plot-driven action description.
opus,0177,lit:machine_lit,ba,machine_lit-02,lit-00,X,machine_lit-02,machine,X controls distance and dread with measured detail; Y is busy off-stage action reported at secondhand.
deepseek-v4-flash,0178,lit:machine_lit,ab,lit-11,machine_lit-05,X,lit-11,human,"The second passage uses more vivid sensory detail and metaphor to create a richer, more emotionally resonant experience."
gpt-5.6-luna,0178,lit:machine_lit,ab,lit-11,machine_lit-05,Y,machine_lit-05,machine,Its precise imagery and understated emotional depth turn ordinary financial arithmetic into a poignant portrait of a constrained life.
gpt-5.6-luna-pro,0178,lit:machine_lit,ab,lit-11,machine_lit-05,Y,machine_lit-05,machine,"Its precise imagery and restrained emotional insight create a more vivid, psychologically resonant passage."
haiku-4.5,0178,lit:machine_lit,ab,lit-11,machine_lit-05,Y,machine_lit-05,machine,It achieves philosophical depth through sustained metaphorical thinking about survival.
opus,0178,lit:machine_lit,ab,lit-11,machine_lit-05,Y,machine_lit-05,machine,"Y makes arithmetic into character and ends on a fine, unforced simile; X is efficient but flat connective narration."
deepseek-v4-flash,0178,lit:machine_lit,ba,machine_lit-05,lit-11,X,machine_lit-05,machine,"The passage achieves deeper emotional resonance through precise, metaphor-rich language that transforms mundane arithmetic into a meditation on resignation and quiet dignity."
gpt-5.6-luna,0178,lit:machine_lit,ba,machine_lit-05,lit-11,X,machine_lit-05,machine,Its precise imagery and understated emotional insight give the passage greater unity and resonance.
gpt-5.6-luna-pro,0178,lit:machine_lit,ba,machine_lit-05,lit-11,X,machine_lit-05,machine,"Its precise imagery and quietly accumulating emotional weight create a more resonant, self-contained passage."
haiku-4.5,0178,lit:machine_lit,ba,machine_lit-05,lit-11,X,machine_lit-05,machine,The profound recognition of emotional subsistence transcends Y's conventional social drama.
opus,0178,lit:machine_lit,ba,machine_lit-05,lit-11,X,machine_lit-05,machine,X's arithmetic-as-company builds a whole life out of one walk; Y is expository chat.
deepseek-v4-flash,0179,lit:machine_lit,ab,lit-24,machine_lit-03,X,lit-24,human,"Passage X is from a story (likely Poe's ""The Fall of the House of Usher"" or similar) describing a house with intricate, labyrinthine architecture. It has a ornate, somewhat archaic style.  Passage Y is a vivid description of a calm sea, with sensory details and a reflective tone. It uses imagery lik"
gpt-5.6-luna,0179,lit:machine_lit,ab,lit-24,machine_lit-03,Y,machine_lit-03,machine,Its vivid sensory detail and quietly transformative metaphor create a more immersive and resonant scene.
gpt-5.6-luna-pro,0179,lit:machine_lit,ab,lit-24,machine_lit-03,Y,machine_lit-03,machine,Its vivid sensory imagery and quietly shifting metaphor create a more distinctive and emotionally resonant scene.
haiku-4.5,0179,lit:machine_lit,ab,lit-24,machine_lit-03,Y,machine_lit-03,machine,Its striking metaphors and precise observation of stillness achieve far greater literary depth.
opus,0179,lit:machine_lit,ab,lit-24,machine_lit-03,Y,machine_lit-03,machine,Y builds one sustained image toward a genuine realization; X piles up adjectives about architecture.
deepseek-v4-flash,0179,lit:machine_lit,ba,machine_lit-03,lit-24,X,machine_lit-03,machine,"The passage uses precise, sensory detail to create a single, powerful moment of revelation."
gpt-5.6-luna,0179,lit:machine_lit,ba,machine_lit-03,lit-24,X,machine_lit-03,machine,"Its precise sensory detail, controlled rhythm, and quiet transformation make the scene more vivid and emotionally resonant."
gpt-5.6-luna-pro,0179,lit:machine_lit,ba,machine_lit-03,lit-24,X,machine_lit-03,machine,"Its precise sensory detail, rhythmic sentences, and sustained metaphor transform stillness into something uncanny and profound."
haiku-4.5,0179,lit:machine_lit,ba,machine_lit-03,lit-24,X,machine_lit-03,machine,Spare precise imagery and philosophical insight about observation surpass baroque Gothic ornamentation.
opus,0179,lit:machine_lit,ba,machine_lit-03,lit-24,X,machine_lit-03,machine,The widening rings on dead-calm water build to a genuine revelation; Y's exclamatory catalogue of corridors stays decorative.
deepseek-v4-flash,0180,lit:machine_lit,ab,lit-25,machine_lit-07,X,lit-25,human,The first passage uses more vivid and original sensory imagery to achieve its effect.
gpt-5.6-luna,0180,lit:machine_lit,ab,lit-25,machine_lit-07,Y,machine_lit-07,machine,"Its precise social tension and understated emotional revelation create a more nuanced, resonant scene."
gpt-5.6-luna-pro,0180,lit:machine_lit,ab,lit-25,machine_lit-07,Y,machine_lit-07,machine,Its precise sensory detail and understated social tension create richer subtext and emotional complexity.
haiku-4.5,0180,lit:machine_lit,ab,lit-25,machine_lit-07,Y,machine_lit-07,machine,It captures social subtlety through physical observation and subtext with masterful restraint.
opus,0180,lit:machine_lit,ab,lit-25,machine_lit-07,Y,machine_lit-07,machine,"Y renders social exclusion through precise, observed behaviour rather than X's leisurely mythic description."
deepseek-v4-flash,0180,lit:machine_lit,ba,machine_lit-07,lit-25,X,machine_lit-07,machine,"X uses more subtle, psychologically intricate language and creates a layered social atmosphere with precise imagery."
gpt-5.6-luna,0180,lit:machine_lit,ba,machine_lit-07,lit-25,X,machine_lit-07,machine,"Its precise, understated prose renders social unease with greater psychological depth and originality."
gpt-5.6-luna-pro,0180,lit:machine_lit,ba,machine_lit-07,lit-25,X,machine_lit-07,machine,"Its precise, understated details convey social cruelty and emotional subtext with greater subtlety and control."
haiku-4.5,0180,lit:machine_lit,ba,machine_lit-07,lit-25,X,machine_lit-07,machine,nuanced social observation of humiliation through atmosphere and gesture exceeds mythological description.
opus,0180,lit:machine_lit,ba,machine_lit-07,lit-25,X,machine_lit-07,machine,X catches a social exclusion in its smallest gestures and ends on the sharper insight; Y is plain descriptive narration.
deepseek-v4-flash,0181,lit:machine_lit,ab,lit-26,machine_lit-04,Y,machine_lit-04,machine,"The second passage uses precise sensory details and restrained interiority to create a vivid, emotionally resonant moment, while the first relies on more conventional mythological exposition."
gpt-5.6-luna,0181,lit:machine_lit,ab,lit-26,machine_lit-04,Y,machine_lit-04,machine,Its precise sensory details and restrained emotional tension make the child’s unease immediate and psychologically complex.
gpt-5.6-luna-pro,0181,lit:machine_lit,ab,lit-26,machine_lit-04,Y,machine_lit-04,machine,Its precise sensory detail and understated emotional tension make the child’s apprehension feel immediate and deeply human.
haiku-4.5,0181,lit:machine_lit,ab,lit-26,machine_lit-04,Y,machine_lit-04,machine,the delicate psychological rendering outshines the overwrought theatrical dialogue.
opus,0181,lit:machine_lit,ab,lit-26,machine_lit-04,X,lit-26,human,"The cobra's incantatory, self-consuming grandeur is a stronger piece of voiced writing than Y's quieter domestic interior."
deepseek-v4-flash,0181,lit:machine_lit,ba,machine_lit-04,lit-26,X,machine_lit-04,machine,It more deeply conveys a child's internal experience of domestic tension through subtle sensory detail and restraint.
gpt-5.6-luna,0181,lit:machine_lit,ba,machine_lit-04,lit-26,X,machine_lit-04,machine,"Its precise sensory detail and restrained emotional tension create a more vivid, psychologically resonant scene."
gpt-5.6-luna-pro,0181,lit:machine_lit,ba,machine_lit-04,lit-26,X,machine_lit-04,machine,"Its restrained imagery and precise emotional tension make the scene feel intimate, complex, and convincingly lived."
haiku-4.5,0181,lit:machine_lit,ba,machine_lit-04,lit-26,X,machine_lit-04,machine,nuanced psychological portrayal eclipses theatrical melodrama.
opus,0181,lit:machine_lit,ba,machine_lit-04,lit-26,X,machine_lit-04,machine,X renders a child's calculation about overheard argument with unusual exactness; Y is vivid but declamatory.
deepseek-v4-flash,0182,lit:machine_lit,ab,lit-25,machine_lit-00,Y,machine_lit-00,machine,"The second passage uses precise, evocative imagery and metaphor to create a resonant emotional experience, while the first relies on more conventional description."
gpt-5.6-luna,0182,lit:machine_lit,ab,lit-25,machine_lit-00,Y,machine_lit-00,machine,"Its vivid, emotionally resonant imagery transforms a familiar return into a haunting meditation on memory and change."
gpt-5.6-luna-pro,0182,lit:machine_lit,ab,lit-25,machine_lit-00,Y,machine_lit-00,machine,"Its precise, evocative imagery turns a familiar house into a powerful metaphor for memory, time, and outgrowing the past."
haiku-4.5,0182,lit:machine_lit,ab,lit-25,machine_lit-00,Y,machine_lit-00,machine,Its lyrical precision and sustained meditation surpasses mechanical description.
opus,0182,lit:machine_lit,ab,lit-25,machine_lit-00,Y,machine_lit-00,machine,"X is pleasant, plainly-told mythology retelling; Y has a controlling idea and prose that shapes itself to it."
deepseek-v4-flash,0182,lit:machine_lit,ba,machine_lit-00,lit-25,X,machine_lit-00,machine,"The passage's subtle, precise imagery of time and scale creates a more evocative and layered reading experience."
gpt-5.6-luna,0182,lit:machine_lit,ba,machine_lit-00,lit-25,X,machine_lit-00,machine,"It uses precise, evocative imagery to transform the familiar house into a powerful expression of memory and estrangement."
gpt-5.6-luna-pro,0182,lit:machine_lit,ba,machine_lit-00,lit-25,X,machine_lit-00,machine,"Its precise, evocative imagery turns a familiar return into a subtle meditation on memory, aging, and estrangement."
haiku-4.5,0182,lit:machine_lit,ba,machine_lit-00,lit-25,X,machine_lit-00,machine,metaphorical richness exceeds mythological narrative exposition.
opus,0182,lit:machine_lit,ba,machine_lit-00,lit-25,X,machine_lit-00,machine,The shrunken-house conceit is developed with exact physical detail and lands on a genuinely earned closing turn.
deepseek-v4-flash,0183,lit:machine_lit,ab,lit-11,machine_lit-01,X,lit-11,human,"The first passage reveals character complexity through social and moral nuance, while the second relies on atmospheric description."
gpt-5.6-luna,0183,lit:machine_lit,ab,lit-11,machine_lit-01,Y,machine_lit-01,machine,"Its precise imagery, restrained tension, and rhythmic atmosphere create a more compelling scene."
gpt-5.6-luna-pro,0183,lit:machine_lit,ab,lit-11,machine_lit-01,Y,machine_lit-01,machine,"Its precise, atmospheric details create a compelling sense of tension and isolation without overt explanation."
haiku-4.5,0183,lit:machine_lit,ab,lit-11,machine_lit-01,Y,machine_lit-01,machine,Its restraint and precise observation of place create deeper literary resonance.
opus,0183,lit:machine_lit,ab,lit-11,machine_lit-01,Y,machine_lit-01,machine,Y builds atmosphere and unspoken tension through restraint; X is brief summarizing commentary.
deepseek-v4-flash,0183,lit:machine_lit,ba,machine_lit-01,lit-11,X,machine_lit-01,machine,"The passage uses precise, sensory detail and atmospheric tension to create a more immersive and evocative moment."
gpt-5.6-luna,0183,lit:machine_lit,ba,machine_lit-01,lit-11,Y,lit-11,human,"Its precise, lightly ironic characterization conveys complex social tensions with greater subtlety and economy."
gpt-5.6-luna-pro,0183,lit:machine_lit,ba,machine_lit-01,lit-11,X,machine_lit-01,machine,"Its restrained prose creates a vivid, atmospheric scene while letting silence and precise detail carry the emotional tension."
haiku-4.5,0183,lit:machine_lit,ba,machine_lit-01,lit-11,X,machine_lit-01,machine,crafted sensory writing at a train station far surpasses plot-summary exposition.
opus,0183,lit:machine_lit,ba,machine_lit-01,lit-11,X,machine_lit-01,machine,X is fully realized scene-making; Y is expository summary about characters we cannot see.
deepseek-v4-flash,0184,lit:machine_lit,ab,lit-02,machine_lit-06,X,lit-02,human,"The passage uses dialect and lively dialogue to create character, while Y’s quieter, more introspective prose achieves greater emotional depth and literary precision."
gpt-5.6-luna,0184,lit:machine_lit,ab,lit-02,machine_lit-06,Y,machine_lit-06,machine,"It conveys quiet emotional conflict through precise, resonant details and controlled prose."
gpt-5.6-luna-pro,0184,lit:machine_lit,ab,lit-02,machine_lit-06,Y,machine_lit-06,machine,Its precise physical details and understated emotional conflict create a deeply affecting portrait of loss and self-erasure.
haiku-4.5,0184,lit:machine_lit,ab,lit-02,machine_lit-06,Y,machine_lit-06,machine,It renders loss with heart-breaking specificity where X offers only generic narrative.
opus,0184,lit:machine_lit,ab,lit-02,machine_lit-06,Y,machine_lit-06,machine,Y turns sorting a dead wife's things into quiet devastation; X is a passage of dialect business.
deepseek-v4-flash,0184,lit:machine_lit,ba,machine_lit-06,lit-02,X,machine_lit-06,machine,"Y uses excessive dialect and clumsy repetition, while X achieves quiet emotional precision through restrained imagery and deliberate pacing."
gpt-5.6-luna,0184,lit:machine_lit,ba,machine_lit-06,lit-02,X,machine_lit-06,machine,Its restrained imagery and emotional precision make grief feel immediate without explaining it.
gpt-5.6-luna-pro,0184,lit:machine_lit,ba,machine_lit-06,lit-02,X,machine_lit-06,machine,"Its precise, emotionally resonant details turn an ordinary act of sorting possessions into a quietly devastating portrait of grief."
haiku-4.5,0184,lit:machine_lit,ba,machine_lit-06,lit-02,X,machine_lit-06,machine,the saucer passage's devastating precision beats conventional nineteenth-century narrative.
opus,0184,lit:machine_lit,ba,machine_lit-06,lit-02,X,machine_lit-06,machine,Quiet accumulation of detail delivers genuine emotional weight; Y is amusing but slight dialect business.
deepseek-v4-flash,0185,lit:machine_lit,ab,lit-03,machine_lit-02,Y,machine_lit-02,machine,It uses precise sensory details and psychological nuance to convey a moment of tension and self-deception.
